"Player","Team","Position","Rk","Status","Opponent","FPts","FP/G","Bye","% Owned"
"Brogan Roback","(N/A)","QB","3287","FA","Bye","0","0","","0%"
"C.J. Robbins Jr.","(N/A)","DE","3288","W (Wed)","Bye","0","0","","0%"
"Tre Roberson","CHI","CB","3289","W (Wed)","Bye","0","0","null","0%"
"Austin Roberts","(N/A)","TE","3290","FA","Bye","0","0","","0%"
"Ben Roberts","(N/A)","WR","3291","FA","Bye","0","0","","0%"
"Boogie Roberts","(N/A)","DT","3292","W (Wed)","Bye","0","0","","0%"
"Greg Roberts","GB","LB","3293","W (Wed)","Bye","0","0","null","0%"
"Michael Roberts","MIA","TE","3294","FA","Bye","0","0","null","0%"
"Stephen Roberts","(N/A)","S","3295","W (Wed)","Bye","0","0","","0%"
"Korey Robertson","(N/A)","WR","3296","FA","Bye","0","0","","0%"
"Pete Robertson","(N/A)","LB","3297","W (Wed)","Bye","0","0","","0%"
"Aldrick Robinson","(N/A)","WR","3298","FA","Bye","0","0","","0%"
"Denard Robinson","(N/A)","RB","3299","FA","Bye","0","0","","0%"
"Devonte Robinson","(N/A)","WR","3300","FA","Bye","0","0","","0%"
"Edmond Robinson","ARI","LB","3301","W (Wed)","Bye","0","0","null","0%"
"Ezra Robinson","(N/A)","CB","3302","W (Wed)","Bye","0","0","","0%"
"Jamal Robinson","(N/A)","WR","3303","FA","Bye","0","0","","0%"
"Jevoni Robinson","(N/A)","TE","3304","FA","Bye","0","0","","0%"
"Johnny Robinson","(N/A)","DT","3305","W (Wed)","Bye","0","0","","0%"
"Josh Robinson","(N/A)","RB","3306","FA","Bye","0","0","","0%"
"Khiry Robinson","(N/A)","RB","3307","FA","Bye","0","0","","0%"
"Rashard Robinson","(N/A)","CB","3308","W (Wed)","Bye","0","0","","0%"
"Simeyon Robinson","(N/A)","DT","3309","W (Wed)","Bye","0","0","","0%"
"Trenton Robinson","(N/A)","S","3310","W (Wed)","Bye","0","0","","0%"
"Trey Robinson","(N/A)","S","3311","W (Wed)","Bye","0","0","","0%"
"Tyree Robinson","(N/A)","S","3312","W (Wed)","Bye","0","0","","0%"
"John Robinson-Woodgett","(N/A)","RB","3313","FA","Bye","0","0","","0%"
"Kacy Rodgers II","(N/A)","LB,S","3314","W (Wed)","Bye","0","0","","0%"
"Jacquizz Rodgers","(N/A)","RB","3315","FA","Bye","0","0","","0%"
"Richard Rodgers","WAS","TE","3316","FA","Bye","0","0","null","0%"
"Da'Rick Rogers","KC","WR","3317","FA","Bye","0","0","null","0%"
"Darreus Rogers","(N/A)","WR","3318","FA","Bye","0","0","","0%"
"Eli Rogers","(N/A)","WR","3319","FA","Bye","0","0","","0%"
"Eric Rogers","(N/A)","WR","3320","FA","Bye","0","0","","0%"
"Kendrick Rogers","(N/A)","WR","3321","FA","Bye","0","0","","0%"
"Sam Rogers","(N/A)","RB","3322","FA","Bye","0","0","","0%"
"Jake Roh","(N/A)","TE","3323","FA","Bye","0","0","","0%"
"Shaq Roland","(N/A)","WR","3324","FA","Bye","0","0","","0%"
"Ja'Von Rolland-Jones","(N/A)","DE","3325","W (Wed)","Bye","0","0","","0%"
"Rob Rolle","(N/A)","S","3326","W (Wed)","Bye","0","0","","0%"
"Quinten Rollins","(N/A)","CB","3327","W (Wed)","Bye","0","0","","0%"
"Jay Rome","(N/A)","TE","3328","FA","Bye","0","0","","0%"
"Tony Romo","(N/A)","QB","3329","FA","Bye","0","0","","0%"
"Larry Rose III","(N/A)","RB","3330","FA","Bye","0","0","","0%"
"Kyle Rose","(N/A)","DT","3331","W (Wed)","Bye","0","0","","0%"
"Mike Rose","(N/A)","DE","3332","W (Wed)","Bye","0","0","","0%"
"Nick Rose","(N/A)","K","3333","FA","Bye","0","0","","0%"
"Winston Rose","CIN","CB","3334","W (Wed)","Bye","0","0","null","0%"
"Fred Ross Jr.","(N/A)","WR","3335","FA","Bye","0","0","","0%"
"Alex Ross","(N/A)","QB","3336","FA","Bye","0","0","","0%"
"Brandian Ross","(N/A)","S","3337","W (Wed)","Bye","0","0","","0%"
"Brandon Ross","(N/A)","RB","3338","FA","Bye","0","0","","0%"
"D'Angelo Ross","NE","CB","3339","W (Wed)","Bye","0","0","null","0%"
"Daniel Ross","LV","DT","3340","W (Wed)","Bye","0","0","null","0%"
"Devin Ross","NE","WR","3341","FA","Bye","0","0","null","0%"
"James Ross","(N/A)","LB","3342","W (Wed)","Bye","0","0","","0%"
"Jeremy Ross","(N/A)","WR","3343","FA","Bye","0","0","","0%"
"Kayaune Ross","(N/A)","WR,TE","3344","FA","Bye","0","0","","0%"
"Rashad Ross","(N/A)","WR","3345","FA","Bye","0","0","","0%"
"Bunmi Rotimi","(N/A)","DE","3346","W (Wed)","Bye","0","0","","0%"
"Josh Rounds","(N/A)","RB","3347","FA","Bye","0","0","","0%"
"Nydair Rouse","(N/A)","CB","3348","W (Wed)","Bye","0","0","","0%"
"Eddie Royal","(N/A)","WR","3349","FA","Bye","0","0","","0%"
"Ahtyba Rubin","(N/A)","DT","3350","W (Wed)","Bye","0","0","","0%"
"Frostee Rucker","(N/A)","DT","3351","W (Wed)","Bye","0","0","","0%"
"Jake Rudock","MIA","QB","3352","FA","Bye","0","0","null","0%"
"Travis Rudolph","(N/A)","WR","3353","FA","Bye","0","0","","0%"
"Cooper Rush","DAL","QB","3354","FA","Bye","0","0","null","0%"
"Marcus Rush","(N/A)","LB","3355","W (Wed)","Bye","0","0","","0%"
"Xavier Rush","(N/A)","WR","3356","FA","Bye","0","0","","0%"
"Alonzo Russell","(N/A)","WR","3357","FA","Bye","0","0","","0%"
"KeiVarae Russell","(N/A)","CB","3358","W (Wed)","Bye","0","0","","0%"
"Ryan Russell","(N/A)","DE","3359","W (Wed)","Bye","0","0","","0%"
"Jake Ryan","(N/A)","LB","3360","W (Wed)","Bye","0","0","","0%"
"Shakeir Ryan","(N/A)","WR","3361","FA","Bye","0","0","","0%"
"Olive Sagapolu","DET","DT","3362","W (Wed)","Bye","0","0","null","0%"
"Joby Saint Fleur","(N/A)","DE","3363","W (Wed)","Bye","0","0","","0%"
"Anree Saint-Amour","(N/A)","DE","3364","W (Wed)","Bye","0","0","","0%"
"Greg Salas","BUF","WR","3365","FA","Bye","0","0","null","0%"
"Shaheed Salmon","(N/A)","LB","3366","W (Wed)","Bye","0","0","","0%"
"Tavonn Salter","(N/A)","WR","3367","FA","Bye","0","0","","0%"
"Christian Sam","DET","LB","3368","W (Wed)","Bye","0","0","null","0%"
"James Sample","(N/A)","S","3369","W (Wed)","Bye","0","0","","0%"
"Garrison Sanborn","(N/A)","TE,LB","3370","FA","Bye","0","0","","0%"
"Zack Sanchez","(N/A)","CB","3371","W (Wed)","Bye","0","0","","0%"
"B.T. Sanders","(N/A)","S","3372","W (Wed)","Bye","0","0","","0%"
"Dominick Sanders","(N/A)","S","3373","W (Wed)","Bye","0","0","","0%"
"Trevon Sanders","(N/A)","DT","3374","W (Wed)","Bye","0","0","","0%"
"Beau Sandland","(N/A)","TE","3375","FA","Bye","0","0","","0%"
"Marquez Sanford","(N/A)","CB","3376","W (Wed)","Bye","0","0","","0%"
"Bishop Sankey","(N/A)","RB","3377","FA","Bye","0","0","","0%"
"Darnell Sankey","(N/A)","LB","3378","W (Wed)","Bye","0","0","","0%"
"Tigie Sankoh","(N/A)","S","3379","W (Wed)","Bye","0","0","","0%"
"O.J. Santiago","(N/A)","WR","3380","FA","Bye","0","0","","0%"
"Ryan Santoso","(N/A)","K","3381","FA","Bye","0","0","","0%"
"Quarte Sapp","(N/A)","LB","3382","W (Wed)","Bye","0","0","","0%"
"Anthony Sarao","(N/A)","LB","3383","W (Wed)","Bye","0","0","","0%"
"De'Ante Saunders","CLE","CB","3384","W (Wed)","Bye","0","0","null","0%"
"Jalen Saunders","(N/A)","WR","3385","FA","Bye","0","0","","0%"
"Mavin Saunders","(N/A)","TE","3386","FA","Bye","0","0","","0%"
"Tom Savage","(N/A)","QB","3387","FA","Bye","0","0","","0%"
"Ira Savage-Lewis","HOU","DE","3388","W (Wed)","Bye","0","0","null","0%"
"Dante Sawyer","(N/A)","DE","3389","W (Wed)","Bye","0","0","","0%"
"Wes Saxton","(N/A)","TE","3390","FA","Bye","0","0","","0%"
"Casey Sayles","(N/A)","DT","3391","W (Wed)","Bye","0","0","","0%"
"Marcus Sayles","MIN","CB","3392","W (Wed)","Bye","0","0","null","0%"
"Patrick Scales","CHI","TE","3393","FA","Bye","0","0","null","0%"
"Tegray Scales","(N/A)","LB","3394","W (Wed)","Bye","0","0","","0%"
"Garrett Scantling","(N/A)","WR","3395","FA","Bye","0","0","","0%"
"Charles Scarff","BAL","TE","3396","FA","Bye","0","0","null","0%"
"Alex Scearce","(N/A)","LB","3397","W (Wed)","Bye","0","0","","0%"
"Steven Scheu","(N/A)","TE","3398","FA","Bye","0","0","","0%"
"Jeff Schoettmer","(N/A)","LB","3399","W (Wed)","Bye","0","0","","0%"
"Mason Schreck","CIN","TE","3400","FA","Bye","0","0","null","0%"
"Nick Schuessler","(N/A)","QB","3401","FA","Bye","0","0","","0%"
"Karter Schult","(N/A)","DE","3402","W (Wed)","Bye","0","0","","0%"
"Evan Schwan","(N/A)","DE","3403","W (Wed)","Bye","0","0","","0%"
"Christian Scotland-Williamson","PIT","TE","3404","FA","Bye","0","0","null","0%"
"Artavis Scott","IND","WR","3405","FA","Bye","0","0","null","0%"
"Caleb Scott","(N/A)","WR","3406","FA","Bye","0","0","","0%"
"L.J. Scott","(N/A)","RB","3407","FA","Bye","0","0","","0%"
"Larry Scott","(N/A)","CB","3408","W (Wed)","Bye","0","0","","0%"
"Matt Scott","(N/A)","QB","3409","FA","Bye","0","0","","0%"
"Niles Scott","(N/A)","DT","3410","W (Wed)","Bye","0","0","","0%"
"Rashawn Scott","(N/A)","WR","3411","FA","Bye","0","0","","0%"
"Tim Scott","(N/A)","CB","3412","W (Wed)","Bye","0","0","","0%"
"Jhajuan Seales","(N/A)","WR","3413","FA","Bye","0","0","","0%"
"Sammy Seamster","(N/A)","CB","3414","W (Wed)","Bye","0","0","","0%"
"DaNorris Searcy","(N/A)","S","3415","W (Wed)","Bye","0","0","","0%"
"Isaiah Searight","(N/A)","TE","3416","FA","Bye","0","0","","0%"
"Lache Seastrunk","(N/A)","RB","3417","FA","Bye","0","0","","0%"
"Ian Seau","(N/A)","DE","3418","W (Wed)","Bye","0","0","","0%"
"Austin Seferian-Jenkins","(N/A)","TE","3419","FA","Bye","0","0","","0%"
"Jordan Sefon","(N/A)","CB","3420","W (Wed)","Bye","0","0","","0%"
"Tim Semisch","(N/A)","TE","3421","FA","Bye","0","0","","0%"
"Deadrin Senat","ATL","DT","3422","W (Wed)","Bye","0","0","null","0%"
"Cam Serigne","(N/A)","TE","3423","FA","Bye","0","0","","0%"
"Canaan Severin","(N/A)","WR","3424","FA","Bye","0","0","","0%"
"Kevon Seymour","(N/A)","CB","3425","W (Wed)","Bye","0","0","","0%"
"Frank Shannon","(N/A)","LB","3426","W (Wed)","Bye","0","0","","0%"
"Nick Sharga","(N/A)","RB","3427","FA","Bye","0","0","","0%"
"Hunter Sharp","(N/A)","WR","3428","FA","Bye","0","0","","0%"
"Connor Shaw","(N/A)","QB","3429","FA","Bye","0","0","","0%"
"Josh Shaw","ARI","CB","3430","W (Wed)","Bye","0","0","null","0%"
"DeShawn Shead","(N/A)","CB","3431","W (Wed)","Bye","0","0","","0%"
"Conor Sheehy","(N/A)","DE","3432","W (Wed)","Bye","0","0","","0%"
"Damon Sheehy-Guiseppi","(N/A)","WR","3433","FA","Bye","0","0","","0%"
"Sterling Sheffield","(N/A)","LB","3434","W (Wed)","Bye","0","0","","0%"
"Derrick Shelby","(N/A)","DE","3435","W (Wed)","Bye","0","0","","0%"
"Brady Sheldon","CIN","LB","3436","W (Wed)","Bye","0","0","null","0%"
"Rushel Shell III","(N/A)","RB","3437","FA","Bye","0","0","","0%"
"Duke Shelley","CHI","CB","3438","W (Wed)","Bye","0","0","null","0%"
"R.J. Shelton","(N/A)","WR","3439","FA","Bye","0","0","","0%"
"Sojourn Shelton","ARI","CB","3440","W (Wed)","Bye","0","0","null","0%"
"Prince Shembo","(N/A)","LB","3441","W (Wed)","Bye","0","0","","0%"
"Kelvin Sheppard","(N/A)","LB","3442","W (Wed)","Bye","0","0","","0%"
"Anthony Sherrils","(N/A)","S","3443","W (Wed)","Bye","0","0","","0%"
"Ronnie Shields","SEA","TE","3444","FA","Bye","0","0","null","0%"
"Sam Shields","(N/A)","CB","3445","W (Wed)","Bye","0","0","","0%"
"Nic Shimonek","(N/A)","QB","3446","FA","Bye","0","0","","0%"
"Brandon Shippen","(N/A)","WR","3447","FA","Bye","0","0","","0%"
"Sterling Shippy","(N/A)","DT","3448","W (Wed)","Bye","0","0","","0%"
"Aziz Shittu","(N/A)","DT","3449","W (Wed)","Bye","0","0","","0%"
"Ed Shockley","(N/A)","LB","3450","W (Wed)","Bye","0","0","","0%"
"Cecil Shorts III","(N/A)","WR","3451","FA","Bye","0","0","","0%"
"Daikiel Shorts","(N/A)","WR","3452","FA","Bye","0","0","","0%"
"Jameill Showers","(N/A)","S","3453","W (Wed)","Bye","0","0","","0%"
"Valdez Showers","(N/A)","WR","3454","FA","Bye","0","0","","0%"
"Miles Shuler","(N/A)","WR","3455","FA","Bye","0","0","","0%"
"Elijah Shumate","(N/A)","S","3456","W (Wed)","Bye","0","0","","0%"
"Kyle Shurmur","KC","QB","3457","FA","Bye","0","0","null","0%"
"Garrett Sickels","(N/A)","LB","3458","W (Wed)","Bye","0","0","","0%"
"Devaunte Sigler","(N/A)","DE,DT","3459","W (Wed)","Bye","0","0","","0%"
"Tyler Sigler","(N/A)","S","3460","W (Wed)","Bye","0","0","","0%"
"Sealver Siliga","(N/A)","DT","3461","W (Wed)","Bye","0","0","","0%"
"David Sills","NYG","WR","3462","FA","Bye","0","0","null","0%"
"Brandon Silvers","(N/A)","QB","3463","FA","Bye","0","0","","0%"
"David Simmons Jr.","(N/A)","CB","3464","W (Wed)","Bye","0","0","","0%"
"Antonio Simmons","(N/A)","DE","3465","W (Wed)","Bye","0","0","","0%"
"Delvon Simmons","(N/A)","DE,DT","3466","W (Wed)","Bye","0","0","","0%"
"Jalen Simmons","(N/A)","RB","3467","FA","Bye","0","0","","0%"
"Josh Simmons","(N/A)","CB","3468","W (Wed)","Bye","0","0","","0%"
"Marcus Simms","(N/A)","WR","3469","FA","Bye","0","0","","0%"
"Matt Simms","(N/A)","QB","3470","FA","Bye","0","0","","0%"
"Deon Simon","(N/A)","DT","3471","W (Wed)","Bye","0","0","","0%"
"Jordan Simone","(N/A)","S","3472","W (Wed)","Bye","0","0","","0%"
"Rashaun Simonise","(N/A)","WR","3473","FA","Bye","0","0","","0%"
"Cortrelle Simpson","(N/A)","WR","3474","FA","Bye","0","0","","0%"
"Blake Sims","(N/A)","RB","3475","FA","Bye","0","0","","0%"
"Charles Sims","(N/A)","RB","3476","FA","Bye","0","0","","0%"
"Darrius Sims","(N/A)","WR,CB","3477","FA","Bye","0","0","","0%"
"Dion Sims","(N/A)","TE","3478","FA","Bye","0","0","","0%"
"Eugene Sims","(N/A)","DE","3479","W (Wed)","Bye","0","0","","0%"
"Pat Sims","(N/A)","DT","3480","W (Wed)","Bye","0","0","","0%"
"Gannon Sinclair","(N/A)","TE","3481","FA","Bye","0","0","","0%"
"Terrell Sinkfield","(N/A)","CB","3482","W (Wed)","Bye","0","0","","0%"
"Deontae Skinner","(N/A)","LB","3483","W (Wed)","Bye","0","0","","0%"
"Patrick Skov","(N/A)","RB","3484","FA","Bye","0","0","","0%"
"Shayne Skov","(N/A)","LB","3485","W (Wed)","Bye","0","0","","0%"
"Dan Skuta","(N/A)","LB","3486","W (Wed)","Bye","0","0","","0%"
"Matthew Slater","NE","WR","3487","FA","Bye","0","0","null","0%"
"Chris Slayton","NYG","DT","3488","W (Wed)","Bye","0","0","null","0%"
"Kyle Sloter","(N/A)","QB","3489","FA","Bye","0","0","","0%"
"Matt Smalley","(N/A)","CB","3490","W (Wed)","Bye","0","0","","0%"
"Jordan Smallwood","(N/A)","WR","3491","FA","Bye","0","0","","0%"
"DeAndre Smelter","(N/A)","WR","3492","FA","Bye","0","0","","0%"
"Aldon Smith","DAL","LB","3493","W (Wed)","Bye","0","0","null","0%"
"Antone Smith","(N/A)","RB","3494","FA","Bye","0","0","","0%"
"C.J. Smith","(N/A)","CB","3495","W (Wed)","Bye","0","0","","0%"
"D'Joun Smith","(N/A)","CB","3496","W (Wed)","Bye","0","0","","0%"
"Daryl Smith","(N/A)","LB","3497","W (Wed)","Bye","0","0","","0%"
"De'Veon Smith","(N/A)","RB","3498","FA","Bye","0","0","","0%"
"DeSean Smith","(N/A)","TE","3499","FA","Bye","0","0","","0%"
"Derron Smith","(N/A)","S","3500","W (Wed)","Bye","0","0","","0%"
"Emmanuel Smith","KC","LB","3501","W (Wed)","Bye","0","0","null","0%"
"Garrison Smith","(N/A)","DT","3502","W (Wed)","Bye","0","0","","0%"
"Geno Smith","(N/A)","QB","3503","FA","Bye","0","0","","0%"
"Harrison Smith","(N/A)","CB","3504","W (Wed)","Bye","0","0","","0%"
"Jacquies Smith","(N/A)","DE","3505","W (Wed)","Bye","0","0","","0%"
"Jaylen Smith","(N/A)","WR","3506","FA","Bye","0","0","","0%"
"Josh Smith","(N/A)","WR","3507","FA","Bye","0","0","","0%"
"Josh Smith","TEN","LB","3508","W (Wed)","Bye","0","0","null","0%"
"Kahani Smith","DEN","S","3509","W (Wed)","Bye","0","0","null","0%"
"Malik Smith","(N/A)","S","3510","W (Wed)","Bye","0","0","","0%"
"Marcus Smith","(N/A)","LB","3511","W (Wed)","Bye","0","0","","0%"
"Mike Smith","(N/A)","DE","3512","W (Wed)","Bye","0","0","","0%"
"Quanterus Smith","(N/A)","DE","3513","W (Wed)","Bye","0","0","","0%"
"Ray Smith","SF","DT","3514","W (Wed)","Bye","0","0","null","0%"
"Rod Smith","LV","RB","3515","FA","Bye","0","0","null","0%"
"Rodney Smith","(N/A)","WR","3516","FA","Bye","0","0","","0%"
"Rodney Smith","(N/A)","RB","3517","FA","Bye","0","0","","0%"
"Ryan Smith","(N/A)","TE","3518","FA","Bye","0","0","","0%"
"Saivion Smith","(N/A)","CB,S","3519","W (Wed)","Bye","0","0","","0%"
"Shane Smith","(N/A)","TE","3520","FA","Bye","0","0","","0%"
"Sutton Smith","SEA","LB","3521","W (Wed)","Bye","0","0","null","0%"
"Teidrick Smith","(N/A)","LB","3522","W (Wed)","Bye","0","0","","0%"
"Terrance Smith","(N/A)","LB","3523","W (Wed)","Bye","0","0","","0%"
"Tevaun Smith","(N/A)","WR","3524","FA","Bye","0","0","","0%"
"Fish Smithson","(N/A)","S","3525","W (Wed)","Bye","0","0","","0%"
"Kevin Snead","(N/A)","WR","3526","FA","Bye","0","0","","0%"
"Dredrick Snelson","(N/A)","WR","3527","FA","Bye","0","0","","0%"
"Kevin Snyder","ARI","LB","3528","W (Wed)","Bye","0","0","null","0%"
"Matt Sokol","DET","TE","3529","FA","Bye","0","0","null","0%"
"Kristjan Sokoli","(N/A)","DT","3530","W (Wed)","Bye","0","0","","0%"
"Paul Soliai","(N/A)","DT","3531","W (Wed)","Bye","0","0","","0%"
"Joe Sommers","(N/A)","TE","3532","FA","Bye","0","0","","0%"
"Andrew Soroh","(N/A)","LB,CB","3533","W (Wed)","Bye","0","0","","0%"
"Shakir Soto","SEA","DE","3534","W (Wed)","Bye","0","0","null","0%"
"Dezmen Southward","(N/A)","S","3535","W (Wed)","Bye","0","0","","0%"
"Bradley Sowell","(N/A)","TE","3536","FA","Bye","0","0","","0%"
"Breeland Speaks","KC","LB","3537","W (Wed)","Bye","0","0","null","0%"
"Wilton Speight","(N/A)","QB","3538","FA","Bye","0","0","","0%"
"Sean Spence","(N/A)","LB","3539","W (Wed)","Bye","0","0","","0%"
"Thomas Sperbeck","(N/A)","WR","3540","FA","Bye","0","0","","0%"
"Brandon Spikes","(N/A)","LB","3541","W (Wed)","Bye","0","0","","0%"
"C.J. Spiller","(N/A)","RB","3542","FA","Bye","0","0","","0%"
"Arrion Springs","(N/A)","CB","3543","W (Wed)","Bye","0","0","","0%"
"Tracy Sprinkle","(N/A)","DE,DT","3544","W (Wed)","Bye","0","0","","0%"
"Nelson Spruce","(N/A)","WR","3545","FA","Bye","0","0","","0%"
"Alstevis Squirewell","(N/A)","RB","3546","FA","Bye","0","0","","0%"
"Daimion Stafford","(N/A)","S","3547","W (Wed)","Bye","0","0","","0%"
"Allenzae Staggers","(N/A)","WR","3548","FA","Bye","0","0","","0%"
"A.J. Stamps","(N/A)","S","3549","W (Wed)","Bye","0","0","","0%"
"William Stanback","LV","RB","3550","FA","Bye","0","0","null","0%"
"Jayson Stanley","JAX","WR","3551","FA","Bye","0","0","null","0%"
"Nate Stanley","(N/A)","QB","3552","FA","Bye","0","0","","0%"
"Drew Stanton","(N/A)","QB","3553","FA","Bye","0","0","","0%"
"Johnny Stanton","CLE","RB","3554","FA","Bye","0","0","null","0%"
"Jamari Staples","(N/A)","WR","3555","FA","Bye","0","0","","0%"
"James Starks","(N/A)","RB","3556","FA","Bye","0","0","","0%"
"Joel Stave","(N/A)","QB","3557","FA","Bye","0","0","","0%"
"Frank Stephens","(N/A)","WR","3558","FA","Bye","0","0","","0%"
"Moral Stephens","(N/A)","TE","3559","FA","Bye","0","0","","0%"
"Neal Sterling","(N/A)","TE","3560","FA","Bye","0","0","","0%"
"Jordan Sterns","(N/A)","S","3561","W (Wed)","Bye","0","0","","0%"
"Nick Stevens","(N/A)","QB","3562","FA","Bye","0","0","","0%"
"Tony Stevens","(N/A)","WR","3563","FA","Bye","0","0","","0%"
"Freddie Stevenson","(N/A)","RB","3564","FA","Bye","0","0","","0%"
"ArDarius Stewart","(N/A)","WR","3565","FA","Bye","0","0","","0%"
"Brandon Stewart","(N/A)","CB","3566","W (Wed)","Bye","0","0","","0%"
"Dez Stewart","(N/A)","WR","3567","FA","Bye","0","0","","0%"
"Orion Stewart","(N/A)","S","3568","W (Wed)","Bye","0","0","","0%"
"Silas Stewart","(N/A)","LB","3569","W (Wed)","Bye","0","0","","0%"
"Devon Still","(N/A)","DE","3570","W (Wed)","Bye","0","0","","0%"
"Ed Stinson","(N/A)","DT","3571","W (Wed)","Bye","0","0","","0%"
"Brent Stockstill","(N/A)","QB","3572","FA","Bye","0","0","","0%"
"Justin Stockton","(N/A)","RB","3573","FA","Bye","0","0","","0%"
"Jake Stoneburner","(N/A)","TE","3574","FA","Bye","0","0","","0%"
"Jenson Stoshak","(N/A)","WR","3575","FA","Bye","0","0","","0%"
"MyQuon Stout","(N/A)","DT","3576","W (Wed)","Bye","0","0","","0%"
"Connor Strachan","(N/A)","LB","3577","W (Wed)","Bye","0","0","","0%"
"Rod Streater","(N/A)","WR","3578","FA","Bye","0","0","","0%"
"Devin Street","HOU","WR","3579","FA","Bye","0","0","null","0%"
"Chris Streveler","ARI","QB","3580","FA","Bye","0","0","null","0%"
"Channing Stribling","(N/A)","CB","3581","W (Wed)","Bye","0","0","","0%"
"Dontae Strickland","(N/A)","RB","3582","FA","Bye","0","0","","0%"
"Eric Striker","(N/A)","LB","3583","W (Wed)","Bye","0","0","","0%"
"Damore'ea Stringfellow","(N/A)","WR","3584","FA","Bye","0","0","","0%"
"Greg Stroman","(N/A)","CB","3585","W (Wed)","Bye","0","0","","0%"
"Jaelen Strong","(N/A)","WR","3586","FA","Bye","0","0","","0%"
"Anthony Stubbs","(N/A)","LB","3587","W (Wed)","Bye","0","0","","0%"
"Darrell Stuckey","(N/A)","S","3588","W (Wed)","Bye","0","0","","0%"
"Caleb Sturgis","(N/A)","K","3589","FA","Bye","0","0","","0%"
"Dalton Sturm","(N/A)","QB","3590","FA","Bye","0","0","","0%"
"Nate Sudfeld","PHI","QB","3591","FA","Bye","0","0","null","0%"
"Shaun Suisham","(N/A)","K","3592","FA","Bye","0","0","","0%"
"Sadat Sulleyman","(N/A)","LB","3593","W (Wed)","Bye","0","0","","0%"
"Tre Sullivan","(N/A)","S","3594","W (Wed)","Bye","0","0","","0%"
"Jamar Summers","(N/A)","CB","3595","W (Wed)","Bye","0","0","","0%"
"James Summers","(N/A)","RB","3596","FA","Bye","0","0","","0%"
"Justin Sumpter","(N/A)","WR","3597","FA","Bye","0","0","","0%"
"Phillip Supernaw","(N/A)","TE","3598","FA","Bye","0","0","","0%"
"Marcelias Sutton","(N/A)","RB","3599","FA","Bye","0","0","","0%"
"Will Sutton","(N/A)","DT","3600","W (Wed)","Bye","0","0","","0%"
"Maurice Swain Jr.","(N/A)","DT","3601","W (Wed)","Bye","0","0","","0%"
"Chris Swain","(N/A)","RB","3602","FA","Bye","0","0","","0%"
"Damian Swann","(N/A)","CB","3603","W (Wed)","Bye","0","0","","0%"
"Terry Swanson","(N/A)","RB","3604","FA","Bye","0","0","","0%"
"Erik Swoope","(N/A)","TE","3605","FA","Bye","0","0","","0%"
"Bradley Sylve","(N/A)","CB","3606","W (Wed)","Bye","0","0","","0%"
"Jordan Ta'amu","KC","QB","3607","FA","Bye","0","0","null","0%"
"Teez Tabor","SF","CB","3608","W (Wed)","Bye","0","0","null","0%"
"Christian Tago","(N/A)","LB","3609","W (Wed)","Bye","0","0","","0%"
"Logan Tago","(N/A)","DE","3610","W (Wed)","Bye","0","0","","0%"
"Lorenzo Taliaferro","(N/A)","RB","3611","FA","Bye","0","0","","0%"
"David Talley","(N/A)","LB","3612","W (Wed)","Bye","0","0","","0%"
"Jacob Tamme","(N/A)","TE","3613","FA","Bye","0","0","","0%"
"Keith Tandy","(N/A)","S","3614","W (Wed)","Bye","0","0","","0%"
"Cordrea Tankersley","MIA","CB","3615","W (Wed)","Bye","0","0","null","0%"
"Darryl Tapp","TB","DE","3616","W (Wed)","Bye","0","0","null","0%"
"Charles Tapper","NYJ","DE","3617","W (Wed)","Bye","0","0","null","0%"
